,name,price,img_url,detail,flavor
111,紀州南高梅の梅酢仕立て三陸産茎わかめ,158,https://www.family.co.jp/content/dam/family/goods/4720270.jpg,まろやかな伯方の塩と紀州南高梅酢で仕上げました。シャキシャキした食感が特徴です。,2
112,瀬戸内海産小魚を使用アーモンド小魚,128,https://www.family.co.jp/content/dam/family/goods/4720683.jpg,ごま付の瀬戸内海産小魚と細切りアーモンドをミックスしました。カルシウムとマグネシウムが豊富です。,3
113,スーパーおっとっとうすしお味,108,https://www.family.co.jp/content/dam/family/goods/4820000.jpg,ノンフライ製法で軽い食感に仕上げました。,3
114,かむほど旨いあたりめ,138,https://www.family.co.jp/content/dam/family/goods/5011391.jpg,するめいかを乾燥させ、旨みを引き出したあたりめです。,3
115,かむほど旨い焼きするめげそ,138,https://www.family.co.jp/content/dam/family/goods/5011407.jpg,さっと焼き、香ばしく仕上げた焼きするめげそです。かむほどに素材の旨みが広がる一品です。,3
116,二度焼き醤油せんべい,108,https://www.family.co.jp/content/dam/family/goods/4823193.jpg,醤油の香ばしさ広がる直火二度焼き製法のせんべいです。,3
117,ベビースターラーメン丸香ばしチキン味,108,https://www.family.co.jp/content/dam/family/goods/4824077.jpg,ひとくちサイズで食べやすいベビースターラーメンです。チキン味です。,3
118,ピリッと辛いあらびきスライスサラミ,410,https://www.family.co.jp/content/dam/family/goods/5011001.jpg,豚肉と牛肉をあらびきにし、時間をかけてゆっくり乾燥させたピリッと辛いサラミソーセージです。,2
119,なげわうま塩味,108,https://www.family.co.jp/content/dam/family/goods/4824053.jpg,ほどよい塩加減とじゃがいものおいしさが味わえる、サクサク軽い食感のポテトリングスナックです。,3
120,チョコを味わうコーンチョコ,108,https://www.family.co.jp/content/dam/family/goods/4820970.jpg,サクッと軽い食感のコーンパフに、甘くてくちどけのよいミルクチョコレートをコーティングした一品です。,1
121,ポテトチップス濃いめのり塩,108,https://www.family.co.jp/content/dam/family/goods/4824206.jpg,青のりとあおさの濃い風味に、塩をきかせたコクのある味わいに仕上げたポテトチップスです。,3
122,昔ながらのおいしさひとくち歌舞伎揚,108,https://www.family.co.jp/content/dam/family/goods/4823285.jpg,サクッと揚げたひとくちサイズのお煎餅を、濃厚でコクのある甘口醤油で味付けした一品です。,3
123,波型厚切りポテトチップスうましお味,213,https://www.family.co.jp/content/dam/family/goods/4824138.jpg,波型にカットした厚切りポテトの心地よい食感が楽しめる一品です。「天日塩」を使用しました。,3
124,波型厚切りポテトチップスのりしお味,213,https://www.family.co.jp/content/dam/family/goods/4824152.jpg,波型にカットした厚切りポテトの心地よい食感が楽しめる一品です。有明海産のりを100%使用しました。,3
125,ポテトチップス絶品うすしお味,108,https://www.family.co.jp/content/dam/family/goods/4824121.jpg,フランス産岩塩と瀬戸内産海塩を使用したポテトチップスです。口どけの異なる2種の塩で仕上げた絶品のおいしさを楽しめる一品です。,3
126,深煎りピーナッツのピーナッツチョコ,108,https://www.family.co.jp/content/dam/family/goods/4820963.jpg,深煎りピーナッツを使用することで、香ばしい味わいに仕立てました。チョコレートとピーナッツを組み合わせた、ひとくちサイズのチョコレートです。,1
127,まろやかな酸味ひとくちカリカリ梅,158,https://www.family.co.jp/content/dam/family/goods/4724155.jpg,まろやかな酸味に仕上げた、カリカリ梅です。ひとつひとつ丁寧に種を抜いた食べやすいひとくちサイズです。,2
128,香ばしく焼き上げたきあたりめ,321,https://www.family.co.jp/content/dam/family/goods/5010097.jpg,するめを香ばしく焼き上げて、食べやすく裂いたあたりめです。お好みでマヨネーズをつけて、ひとあじ違う味わいを楽しめる一品です。,3
129,なめらかプリンチョコ,138,https://www.family.co.jp/content/dam/family/goods/4820918.jpg,見た目もユニークな、プリン形のチョコレートです。カラメル味、カスタード味が組み合わさった、濃厚なプリンのような味わいです。センターにクリームが入ったなめらかなくちどけが特徴です。,1
130,うす焼せんべいあっさり塩味,108,https://www.family.co.jp/content/dam/family/goods/4823124.jpg,粗挽き仕込みでパリパリ食感のうす焼せんべいです。粒度の違う、天日結晶塩を使用しました。,3
131,ふんわり食べやすいソフトさきいか,311,https://www.family.co.jp/content/dam/family/goods/5011353.jpg,肉厚のいかを鉄板で焼き上げました。食べやすくふんわりと裂いた一品です。,3
132,天然えびをたっぷり使用リッチかっぱえびせん,108,https://www.family.co.jp/content/dam/family/goods/4823360.jpg,殻まで丸ごと使用した天然えびを使用した「かっぱえびせん」です。香ばしく濃厚なえびの風味が楽しめる一品です。,3
133,胡麻の風味が豊かな黒糖かりんとう,108,https://www.family.co.jp/content/dam/family/goods/4823063.jpg,サクッとした食感の生地に、釜炊き黒糖蜜を丁寧にかけたかりんとうです。胡麻の風味を感じられる一品です。,1
